##BLOCKS= 1          
Plate:	Plate#1	1.3	PlateFormat	FLEX	Fluorescence	TRUE	Raw	FALSE	198	300	1.52				1	565	1	12	96	530	Automatic	550			6	Medium			1	8	TimeTags	
	Temperature(¡C)	1	2	3	4	5	6	7	8	9	10	11	12		
		6.0664	6.0932	6.066	6.0618	6.0624	6.0874	6.0812	6.1042	6.0506	6.0968	6.0694	6.1134		
		2.554	2.868	3.355	3.06	3.116	3.046	4.173	2.845	2.893	6.548	2.882	3.206		
		6.2784	6.2436	6.2252	6.2706	6.2712	6.2466	6.2796	6.2546	6.2618	6.2568	6.2278	6.2638		
		4.884	3.567	3.777	3.729	4.382	4.01	4.425	6.611	5.074	4.8	5.053	10.77		
		
	37.07	6.5744	6.5948	6.5652	6.5506	6.572	6.6074	6.582	6.5362	6.5418	6.6088	6.559	6.603		
		673.908	854.625	849.097	962.143	870.787	774.621	797.402	869.873	874.107	900.736	976.449	780.155		
		6.7368	6.7644	6.726	6.7002	6.7224	6.769	6.7324	6.7058	6.6938	6.7576	6.7302	6.7534		
		731.073	1060.109	1024.239	1120.134	996.339	980.077	1033.474	1043.541	1052.373	1095.68	1131.651	908.218		
		6.8872	6.9244	6.8876	6.853	6.884	6.9178	6.8924	6.9474	6.8522	6.908	6.879	6.915		
		1393.509	1448.618	1412.742	1429.739	1443.755	1479.971	1476.017	1526.225	1545.912	1440.178	1523.948	1597.202		
		7.048	7.1548	7.126	7.0114	7.0424	7.0778	7.042	7.0962	7.0122	7.148	7.119	7.1038		
		1416.832	1540.539	1339.039	1338.924	1416.367	1403.709	1457.769	1490.032	1566.176	1552.537	1609.563	1612.929		
		7.208	7.3164	7.286	7.161	7.1928	7.2378	7.1948	7.2562	7.1626	7.2984	7.2694	7.2542		
		2.234	3.959	2.771	3.247	4.357	2.907	4.659	2.589	6.015	2.548	3.044	6.348		
		7.408	7.4644	7.4372	7.3914	7.4032	7.389	7.4132	7.4162	7.393	7.4488	7.4198	7.4142		
		2.734	3.454	2.833	2.739	2.954	3.538	3.251	3	2.852	2.487	2.619	2.86		
		7.568	7.6148	7.5868	7.5514	7.5624	7.5834	7.5628	7.5666	7.553	7.6072	7.5798	7.5662		
		2.605	2.553	4.137	2.708	3.162	3.015	3.863	2.675	2.908	6.368	3.025	3.197		
		7.7184	7.7756	7.7468	7.7018	7.7136	7.7282	7.7132	7.7266	7.7034	7.7576	7.7302	7.7246		
		4.647	3.728	3.62	3.751	4.714	4.082	4.285	6.771	4.656	4.509	4.77	11.198		
		
	37.07	8.088	8.1428	8.1132	8.0818	8.0832	8.0298	8.094	8.1186	8.0554	8.2088	8.1158	8.163		
		680.539	857.803	854.447	962.587	873.806	780.134	790.803	867.249	871.305	902.207	970.893	780.688		
		8.2384	8.2956	8.2692	8.2346	8.2456	8.1986	8.254	8.277	8.2042	8.3592	8.271	8.3358		
		734.376	1062.009	1012.982	1125.172	993.291	984.885	1039.074	1038.665	1054.817	1093.562	1137.949	909.253		
		8.4592	8.446	8.4172	8.4522	8.4536	8.349	8.4636	8.4266	8.3882	8.5192	8.431	8.4862		
		1402.002	1444.524	1407.766	1425.783	1455.223	1474.402	1464.858	1528.673	1533.2	1448.314	1527.777	1606.964		
		8.62	8.5964	8.5676	8.6026	8.604	8.5098	8.614	8.577	8.5434	8.6696	8.591	8.6366		
		1419.761	1525.247	1346.257	1338.01	1426.024	1410.728	1455.826	1496.496	1564.355	1551.846	1598.889	1609.912		
		8.7696	8.7564	8.7276	8.753	8.764	8.7098	8.7748	8.7378	8.6954	8.82	8.7414	8.7966		
		2.507	3.562	2.716	3.45	4.457	2.817	4.812	2.626	6.207	2.71	3.124	6.612		
		8.9296	8.906	8.8788	8.913	8.924	8.8594	8.9244	8.8874	8.8538	8.98	8.9014	8.9454		
		2.671	3.187	2.819	2.83	2.953	3.383	3.227	3.093	2.608	2.831	2.657	2.537		
		9.0896	9.0564	9.038	9.0634	9.0744	9.0194	9.0748	9.0642	9.0042	9.1992	9.0614	9.0958		
		2.66	2.834	3.793	3.012	3.001	3.248	3.834	2.775	2.952	6.762	3.085	3.32		
		9.24	9.2668	9.238	9.2138	9.2344	9.1698	9.2356	9.2178	9.1546	9.3496	9.2406	9.2958		
		4.802	3.92	3.614	3.911	4.68	3.868	4.363	6.609	4.761	4.842	5.17	10.714		
		
	37.07	9.6096	9.6372	9.6092	9.6058	9.6272	9.5618	9.6148	9.6282	9.5642	9.6504	9.591	9.659		
		672.965	854.768	853.228	958.815	864.553	779.786	794.881	868.296	867.068	899.781	971.425	773.117		
		9.76	9.7972	9.7788	9.7642	9.7848	9.7802	9.7748	9.7778	9.7258	9.8008	9.7414	9.8062		
		727.196	1062.071	1021.456	1132.898	991.057	984.609	1028.744	1039.458	1057.767	1098.79	1127.718	910.931		
		9.92	9.9476	9.9292	9.9242	9.9352	9.941	9.9252	9.9282	9.8842	9.9608	9.9014	9.9566		
		1393.598	1444.134	1414.054	1424.17	1455.184	1483.527	1469.364	1519.534	1539.054	1435.791	1521.803	1609.744		
		10.0712	10.1084	10.0884	10.0746	10.0856	10.0906	10.0772	10.1234	10.0378	10.1112	10.0518	10.1182		
		1413.157	1534.557	1342.943	1333.856	1430.71	1406.749	1461.383	1486.866	1563.836	1550.488	1611.389	1611.941		
		10.2208	10.3276	10.3004	10.2362	10.2464	10.241	10.2356	10.269	10.1962	10.3304	10.239	10.3582		
		2.448	3.602	2.763	3.434	4.436	2.946	4.619	2.598	6.37	2.686	2.84	6.337		
		10.3808	10.478	10.4596	10.3946	10.396	10.401	10.386	10.4194	10.3562	10.4904	10.3926	10.5086		
		3.02	3.596	2.681	2.97	3.237	3.404	3.135	2.985	2.548	2.757	2.606	2.721		
		10.5904	10.638	10.6196	10.585	10.5864	10.5514	10.5964	10.5794	10.5754	10.6408	10.543	10.667		
		2.495	2.825	3.652	2.728	2.778	3.226	4.244	2.682	3.076	6.302	2.956	3.293		
		10.7408	10.7884	10.77	10.745	10.7464	10.7682	10.7564	10.729	10.7354	10.8024	10.6934	10.8174		
		4.79	3.759	3.716	3.874	4.353	3.879	4.286	6.655	4.589	4.802	5.174	10.462		
		
	37.07	11.1312	11.158	11.1412	11.1154	11.1264	11.0714	11.1364	11.1818	11.0874	11.172	11.1126	11.1678		
		672.535	857.246	855.671	966.232	863.549	781.576	798.631	871.398	871.061	896.726	973.629	783.999		
		11.292	11.3884	11.3604	11.2754	11.2864	11.2218	11.2868	11.3402	11.2458	11.3816	11.2982	11.347		
		732.286	1060.063	1023.672	1125.151	995.968	981.009	1040.738	1043.185	1055.334	1101.231	1131.369	913.125		
		11.4424	11.5492	11.5204	11.425	11.4368	11.3818	11.4388	11.5002	11.3978	11.5336	11.4438	11.499		
		1385.936	1447.336	1405.554	1420.243	1441.591	1477.454	1471.843	1517.163	1539.055	1444.966	1522.615	1614.945		
		11.652	11.6988	11.6708	11.6466	11.6584	11.5322	11.6468	11.6522	11.6266	11.7032	11.5942	11.659		
		1418.877	1537.425	1346.075	1333.611	1419.973	1408.473	1460.603	1493.035	1565.161	1558.769	1610.499	1601.557		
		11.812	11.8492	11.8212	11.8058	11.8072	11.6842	11.7972	11.8106	11.777	11.8616	11.7542	11.8094		
		2.446	4.037	2.54	3.389	4.275	2.745	4.615	2.663	6.088	2.619	2.879	6.543		
		11.9624	12.0092	11.9812	11.9562	11.9576	11.8922	11.9476	11.9706	11.9274	12.012	11.903	11.9694		
		2.772	3.436	2.855	2.964	2.835	3.378	3.25	2.922	2.731	2.847	2.251	2.6		
		12.1128	12.1596	12.1308	12.1162	12.1176	12.0426	12.1076	12.1202	12.0874	12.1736	12.0534	12.1294		
		2.754	2.765	3.716	2.774	3.019	3.089	3.978	2.987	3.053	6.48	3.209	3.122		
		12.272	12.3772	12.346	12.2762	12.2688	12.2026	12.258	12.3122	12.2378	12.3752	12.2166	12.2798		
		4.592	3.758	3.59	3.623	4.404	4.1	4.533	6.304	4.84	4.794	5.063	10.882		
		
	37.06	12.7232	12.6596	12.6516	12.7066	12.728	12.6034	12.7292	12.6714	12.689	12.6936	12.6454	12.6798		
		671.944	854.96	849.238	949.306	869.753	780.592	794.487	874.909	858.805	903.308	963.683	774.568		
		12.8736	12.8108	12.8116	12.857	12.8784	12.7634	12.898	12.8314	12.8586	12.8424	12.8054	12.8302		
		728.075	1058.034	1028.156	1125.365	991.214	987.507	1041.972	1043.368	1056.066	1105.493	1132.14	903.453		
		13.0432	12.9708	12.9716	13.0074	13.056	12.9538	13.058	12.9914	13.0186	12.996	12.9558	12.9902		
		1395.315	1448.422	1395.908	1418.866	1454.034	1474.013	1467.999	1520.93	1515.127	1441.522	1528.907	1600.608		
		13.2032	13.1404	13.1236	13.1682	13.2088	13.105	13.2084	13.1434	13.1786	13.1544	13.1254	13.1406		
		1421.551	1548.284	1349.516	1340.824	1428.6	1408.374	1457.169	1496.964	1565.471	1550.166	1601.021	1614.351		
		13.3536	13.2908	13.282	13.317	13.3592	13.2634	13.3588	13.3714	13.329	13.3032	13.2758	13.3006		
		2.389	3.871	2.847	3.488	4.291	2.801	4.752	2.616	5.934	2.569	2.662	6.596		
		13.504	13.5004	13.482	13.4682	13.5192	13.4138	13.5188	13.5218	13.489	13.5048	13.495	13.4926		
		2.637	3.429	2.782	2.958	3.15	3.7	3.315	2.897	2.534	2.619	2.614	2.613		
		13.6968	13.6524	13.6324	13.6986	13.7008	13.5642	13.698	13.6722	13.6794	13.6648	13.6566	13.6414		
		2.643	2.907	3.541	2.953	3.009	2.97	3.783	2.912	3.065	6.411	3.102	3.162		
		13.844	13.8108	13.7924	13.849	13.8592	13.725	13.8492	13.8322	13.8298	13.8136	13.8054	13.7918		
		4.831	3.888	3.677	4.116	4.743	4.146	4.35	6.262	4.948	4.817	5.008	11.018		
		
	37.06	14.1744	14.1916	14.1828	14.1578	14.1592	14.125	14.1812	14.193	14.121	14.2152	14.1654	14.2014		
		677.088	855.629	848.244	966.986	871.815	783.773	795.527	871.965	872.976	902.915	975.21	786.622		
		14.3264	14.3524	14.3428	14.3082	14.3096	14.2746	14.3396	14.4338	14.2698	14.3768	14.3174	14.3614		
		731.809	1060.004	1019.963	1129.587	1002.51	987.658	1040.846	1045.208	1055.038	1096.982	1133.418	911.294		
		14.4848	14.5716	14.5444	14.4682	14.4872	14.4266	14.4996	14.6034	14.4298	14.5656	14.5558	14.5518		
		1390.738	1447.828	1405.239	1407.933	1450.701	1474.634	1479.036	1521.035	1535.233	1447.912	1529.25	1611.744		
		14.6448	14.722	14.7036	14.6402	14.64	14.5954	14.65	14.7634	14.5802	14.7144	14.7062	14.7038		
		1421.87	1537.085	1350.491	1341.542	1427.816	1409.159	1450.136	1490.396	1564.25	1559.493	1607.139	1600.49		
		14.8256	14.882	14.8636	14.829	14.8304	14.745	14.8324	14.9138	14.8106	14.8648	14.8566	14.8622		
		2.328	3.878	2.955	3.373	4.377	2.997	4.784	2.679	6.396	2.395	3.005	6.745		
		14.9856	15.0324	15.014	14.989	14.9904	14.8954	14.9804	15.0642	14.9706	15.028	15.0182	15.0126		
		2.949	3.393	2.854	3.044	2.954	3.623	3.226	2.983	2.632	2.793	2.438	2.626		
		15.1456	15.1836	15.174	15.1386	15.1416	15.0954	15.1308	15.2242	15.1194	15.1752	15.167	15.163		
		2.701	3.088	3.699	2.997	3.085	3.056	4.055	2.855	2.943	6.325	2.963	3.285		
		15.296	15.3428	15.3356	15.2914	15.3008	15.2474	15.2908	15.4242	15.2698	15.3256	15.3174	15.323		
		4.839	3.922	3.527	3.851	4.326	3.996	4.25	6.412	4.755	5.053	4.85	10.798		
		
	37.07	15.708	15.7228	15.7044	15.6698	15.6808	15.6458	15.6916	15.7042	15.641	15.7272	15.6774	15.7326		
		676.845	847.449	852.001	960.328	876.791	780.684	795.531	867.428	863.452	901.48	975.179	780.435		
		15.896	15.8844	15.8548	15.8906	15.892	15.7962	15.9012	15.8722	15.8714	15.8968	15.8294	15.883		
		731.433	1054.021	1022.553	1129.583	995.998	988.494	1034.008	1045.548	1053.153	1099.53	1136.15	903.078		
		16.0576	16.0332	16.0068	16.0602	16.0624	15.9578	16.0516	16.0258	16.0218	16.0568	15.9878	16.035		
		1390.837	1457.002	1404.447	1426.774	1456.166	1473.778	1476.099	1531.759	1530.365	1427.027	1522.959	1597.957		
		16.2064	16.1932	16.1652	16.2106	16.2216	16.1666	16.2116	16.1842	16.1738	16.2072	16.1382	16.203		
		1418.565	1539.223	1356.61	1338.356	1430.186	1398.842	1457.53	1497.323	1567.778	1553.664	1612.423	1607.135		
		16.3584	16.3436	16.3156	16.3706	16.3816	16.317	16.3716	16.3346	16.3322	16.3576	16.2886	16.3534		
		2.42	3.946	2.698	3.404	4.348	2.715	4.741	2.462	6.027	2.541	2.873	6.679		
		16.5168	16.4948	16.4652	16.5202	16.5328	16.477	16.522	16.5562	16.481	16.5176	16.4502	16.5038		
		2.713	3.575	2.839	2.866	3.234	3.569	3.34	2.756	2.605	2.781	2.564	2.793		
		16.6672	16.7036	16.6756	16.6706	16.692	16.6282	16.682	16.7154	16.633	16.6968	16.679	16.7342		
		2.656	2.845	3.622	2.809	2.839	3.069	4.2	2.863	3.174	6.541	3.034	3.224		
		16.8912	16.854	16.826	16.8842	16.884	16.7778	16.8932	16.865	16.8666	16.8584	16.839	16.883		
		4.94	3.683	3.481	3.842	4.505	4.202	4.287	6.42	5.027	4.874	4.769	10.792		
		
	37.07	17.208	17.2452	17.2164	17.1914	17.2128	17.2482	17.2228	17.237	17.153	17.2488	17.2166	17.2542		
		668.822	860.426	853.123	969.036	870.983	782.714	798.775	876.378	874.619	898.529	975.403	779.812		
		17.368	17.4148	17.378	17.353	17.3744	17.4298	17.3732	17.3858	17.313	17.4072	17.3686	17.4222		
		730.255	1057.447	1025.142	1130.643	999.119	978.842	1041.186	1040.488	1057.455	1104.014	1131.304	904.047		
		17.5176	17.5756	17.5364	17.5018	17.5232	17.5786	17.5236	17.6058	17.4618	17.5576	17.519	17.5742		
		1389.563	1453.215	1411.139	1426.833	1460.795	1467.332	1474.504	1531.161	1537.195	1439.91	1520.855	1605.39		
		17.6688	17.7652	17.7364	17.6522	17.6832	17.729	17.6828	17.7562	17.6138	17.7688	17.7398	17.795		
		1427.748	1539.567	1348.355	1341.263	1426.222	1407.42	1458.859	1492.081	1559.036	1558.671	1612.924	1610.724		
		17.8288	17.9164	17.8868	17.8114	17.8432	17.889	17.8332	17.9066	17.7834	17.9288	17.9014	17.9454		
		3.872	4.511	5.574	4.086	5.85	4.622	5.443	5.21	6.352	3.154	2.904	7.62		
		18.0184	18.0756	18.0468	18.0218	18.0256	18.0394	18.0236	18.0674	17.993	18.0792	18.0502	18.107		
		14.862	10.436	17.707	7.786	8.682	14.354	6.553	14.269	3.551	8.755	4.837	7.686		
		18.1688	18.2252	18.1972	18.1826	18.184	18.2162	18.1836	18.2162	18.153	18.2392	18.2006	18.2558		
		12.65	11.738	28.786	13.485	18.687	12.734	17.656	10.13	8.083	15.325	11.182	11.302		
		18.3288	18.3756	18.3476	18.3418	18.3336	18.369	18.334	18.3674	18.3146	18.3992	18.3606	18.4062		
		16.467	16.476	11.916	14.497	19.602	14.762	18.934	12.826	14.21	10.751	13.719	15.707		
		
	37.06	18.7296	18.846	18.838	18.7346	18.7336	18.6802	18.734	18.7474	18.6842	18.8392	18.791	18.803		
		725.684	875.38	858.771	956.996	872.234	769.753	788.302	868.46	861.894	874.91	951.883	757.767		
		18.8888	19.006	18.998	18.8826	18.884	18.849	18.8844	18.9074	18.8346	18.9896	18.9414	18.9566		
		778.555	1094.086	1036.901	1138.184	996.957	978.008	1034.71	1033.193	1017.36	1051.102	1107.892	858.149		
		19.0896	19.1564	19.1476	19.0834	19.0848	18.9994	19.0948	19.0674	19.0554	19.14	19.0918	19.1166		
		1496.692	1516.665	1431.329	1442.049	1450.227	1473.991	1469.116	1486.499	1507.714	1381.523	1486.2	1570.21		
		19.2496	19.3068	19.298	19.2434	19.2448	19.1498	19.2468	19.2178	19.225	19.3	19.2518	19.267		
		1531.84	1599.958	1387.584	1356.604	1428.896	1401.899	1450.817	1482.118	1519.138	1505.473	1557.513	1561.158		
		19.4	19.4668	19.4596	19.393	19.396	19.3506	19.4052	19.3778	19.3754	19.4504	19.4006	19.427		
		19.795	20.266	21.495	24.077	26.936	28.076	31.113	32.14	28.164	26.705	29.061	29.498		
		19.5504	19.6172	19.6084	19.5434	19.5552	19.5002	19.5652	19.5378	19.5354	19.6008	19.551	19.587		
		19.977	21.36	22.202	23.446	25.561	27.589	27.579	30.884	27.643	26.073	30.023	28.757		
		19.7104	19.814	19.8052	19.7034	19.7048	19.6506	19.7148	19.7586	19.6954	19.812	19.7846	19.7374		
		20.349	20.981	21.978	23.313	26.947	26.832	29.87	29.864	28.741	27.707	30.292	28.279		
		19.8608	19.9676	19.9588	19.8538	19.8552	19.8106	19.8652	19.9186	19.8458	19.9624	19.9318	19.9166		
		22.87	25.631	32.369	26.468	37.468	34.911	40.77	33.679	29.576	31.199	33.999	30.461		
		
	37.06	20.2504	20.278	20.2708	20.2346	20.2456	20.2026	20.2556	20.269	20.2058	20.2904	20.2422	20.2878		
		739.037	874.548	874.354	952.45	873.947	776.882	781.225	860.784	765.324	788.866	888.841	671.638		
		20.4008	20.438	20.4292	20.385	20.396	20.4106	20.4164	20.429	20.3562	20.4408	20.3926	20.4478		
		768.675	1088.378	1039.552	1131.423	990.571	987.194	1029.041	1037.068	920.217	977.75	1032.341	772.76		
		20.5512	20.5876	20.5796	20.545	20.556	20.561	20.5764	20.5794	20.5178	20.6024	20.5526	20.5982		
		1480.839	1499.198	1425.108	1435.06	1450.27	1472.586	1462.563	1505.591	1454.39	1340.377	1420.653	1522.18		
		20.7112	20.738	20.7396	20.6946	20.7064	20.721	20.7284	20.8194	20.665	20.772	20.7126	20.7486		
		1519.714	1598.763	1379.282	1346.806	1434.382	1411.484	1456.1	1498.641	1477.293	1456.382	1514.397	1512.122		
		20.8608	20.9484	20.9396	20.845	20.8568	20.8714	20.8868	20.9698	20.8154	20.9512	20.9126	20.9774		
		21.373	22.248	23.631	25.714	26.044	30.818	29.674	32.054	26.972	26.729	27.94	28.141		
		21.0112	21.098	21.09	21.005	21.0168	21.0218	21.0468	21.1202	20.977	21.1112	21.0726	21.1278		
		20.261	21.805	22.025	24.435	25.368	29.195	27.292	32.627	28.278	26.293	29.518	28.378		
		21.2112	21.2484	21.25	21.225	21.2368	21.1818	21.2268	21.2802	21.1866	21.2632	21.223	21.2894		
		21.367	23.599	23.808	28.206	27.412	29.064	30.786	32.301	29.146	28.22	31.767	27.868		
		21.3632	21.4084	21.4004	21.3754	21.3968	21.401	21.3876	21.4306	21.337	21.412	21.3734	21.4478		
		23.006	25.108	29.305	28.557	40.257	34.95	41.978	34.825	29.991	30.895	32.835	31.777		
		
	37.07	21.772	21.7996	21.8004	21.7562	21.7672	21.7226	21.7772	21.8042	21.7274	21.812	21.7542	21.8094		
		762.455	888.939	890.2	966.966	880.159	789.956	800.15	876.347	739.896	769.424	863.736	645.925		
		21.9224	22.0092	22.0012	21.9162	21.9272	21.873	21.9372	21.9506	21.889	22.0136	21.9734	22.0382		
		773.751	1091.005	1043.318	1138.772	997.197	997.224	1039.437	1048.327	882.245	954.4	996.731	743.329		
		22.084	22.1596	22.1612	22.0762	22.0776	22.033	22.0884	22.101	22.0378	22.1832	22.1334	22.1886		
		1476.168	1503.641	1439.04	1436.185	1457.927	1479.344	1464.793	1518.756	1433.232	1315.551	1391.693	1501.217		
		22.272	22.3212	22.322	22.2866	22.2976	22.1938	22.2876	22.2626	22.2474	22.3336	22.2838	22.3486		
		1510.754	1595.432	1368.738	1356.471	1440.535	1413.988	1468.263	1508.6	1448.757	1440.326	1499.108	1491.654		
		22.4232	22.47	22.4716	22.4466	22.4576	22.3434	22.4476	22.4106	22.4074	22.4936	22.4438	22.499		
		20.933	22.703	23.519	27.013	26.265	31.013	30.451	32.527	26.422	26.776	28.976	28.131		
		22.5824	22.6204	22.6316	22.5962	22.608	22.5338	22.598	22.561	22.5578	22.6424	22.6038	22.6494		
		20.591	21.438	22.445	26.029	25.106	28.774	29.157	33.925	28.172	25.995	30.822	29.502		
		22.7352	22.7804	22.7916	22.7466	22.7584	22.6834	22.7588	22.721	22.7082	22.7928	22.7542	22.8094		
